frame 67:(142.87,74.2792),(137.22,98.8899),(134.605,171.939),(139.875,240.802),(130.951,260.439),(176.01,269.497),(193.652,257.805)
frame 68:(143.345,74.04),(137.123,99.4883),(134.582,171.836),(139.865,240.575),(131.166,260.44),(176.001,269.512),(193.652,257.805)
frame 69:(143.87,74.277),(138.185,97.6069),(134.582,171.836),(139.878,240.801),(130.96,260.439),(175.995,269.52),(193.652,257.805)
frame 70:(144.112,74.4052),(138.197,98.8869),(135.008,171.839),(139.878,240.802),(130.959,260.434),(176.001,269.512),(193.652,257.805)
frame 71:(144.486,74.4161),(138.232,99.3377),(135.357,172.009),(139.862,240.565),(130.965,260.44),(175.989,269.51),(193.652,257.805)
frame 72:(144.735,74.5693),(138.495,99.3543),(135.01,171.838),(139.88,240.804),(130.965,260.44),(175.995,269.52),(193.652,257.805)
frame 73:(145.351,74.5869),(138.97,99.2736),(135.61,171.818),(140.237,240.875),(130.966,260.441),(175.998,269.519),(193.652,257.805)
frame 74:(145.361,74.6644),(139.538,99.5138),(135.609,171.818),(139.65,240.18),(130.965,260.44),(175.998,269.519),(193.66,257.794)
frame 75:(145.739,74.6779),(139.686,99.6434),(135.79,172.239),(139.882,240.634),(130.965,260.44),(175.998,269.519),(193.782,257.781)
frame 76:(146.234,74.7117),(140.211,99.1913),(135.761,172.525),(139.365,239.612),(130.954,260.447),(175.998,269.519),(193.652,257.808)
frame 77:(146.36,74.7157),(140.377,99.4153),(136.306,172.376),(139.365,239.612),(130.954,260.447),(175.998,269.519),(193.652,257.808)
frame 78:(146.839,74.939),(140.683,99.6573),(136.556,172.457),(139.556,239.801),(130.956,260.442),(175.986,269.517),(193.652,257.808)
frame 79:(147.078,74.9325),(141.242,99.1583),(136.556,172.414),(139.556,239.801),(130.955,260.448),(175.986,269.517),(193.652,257.808)
frame 80:(147.637,74.927),(141.356,99.5923),(136.556,172.414),(139.564,239.797),(130.955,260.448),(175.993,269.506),(193.652,257.808)
frame 81:(147.909,74.9104),(141.863,99.535),(136.757,172.66),(139.792,240.617),(130.955,260.442),(175.908,269.47),(193.652,257.808)
frame 82:(148.34,75.2913),(142.4,98.1522),(136.614,173.434),(140.103,240.633),(130.955,260.441),(175.993,269.506),(193.652,257.808)
frame 83:(148.622,75.2958),(142.003,99.7315),(136.614,173.434),(140.104,240.634),(130.956,260.441),(175.993,269.506),(193.654,257.808)
frame 84:(148.883,75.3409),(142.031,100.434),(137.297,172.697),(139.509,239.946),(130.961,260.446),(175.993,269.506),(193.654,257.808)
frame 85:(149.344,75.3464),(142.281,100.34),(137.561,172.639),(139.509,239.946),(130.963,260.552),(175.981,269.518),(193.654,257.808)
frame 86:(149.609,75.3399),(142.316,100.906),(137.534,172.776),(140.121,240.666),(130.964,260.552),(175.98,269.518),(193.654,257.809)
frame 87:(149.895,75.5615),(142.4,101.091),(137.521,172.814),(140.121,240.666),(130.967,260.546),(175.989,269.535),(193.654,257.808)
frame 88:(150.139,75.5559),(142.472,101.198),(138.044,172.733),(140.113,240.656),(130.983,260.539),(175.989,269.535),(193.649,258.007)
frame 89:(150.637,75.7748),(140.897,102.462),(138.379,172.756),(140.113,240.655),(130.983,260.539),(175.989,269.535),(193.65,258.003)
frame 90:(150.936,75.8822),(138.361,102.304),(138.381,172.757),(139.519,239.937),(130.983,260.539),(176.004,269.577),(193.649,258.003)
frame 91:(151.141,75.9159),(138.605,102.323),(138.395,172.978),(140.125,240.667),(130.975,260.479),(175.938,269.699),(193.649,258.032)
frame 92:(151.385,75.9109),(139.316,102.652),(138.395,172.978),(140.128,240.672),(130.975,260.479),(175.909,269.742),(193.649,258.032)
frame 93:(151.886,76.0838),(139.817,102.563),(138.846,172.771),(140.125,240.669),(130.977,260.485),(175.947,269.715),(193.65,258.031)
frame 94:(152.373,76.0829),(140.148,102.678),(138.879,173.134),(140.04,240.528),(130.976,260.485),(175.904,269.739),(193.526,258.252)
frame 95:(152.627,76.3112),(140.417,102.721),(138.827,173.529),(140.416,240.658),(130.977,260.486),(175.904,269.739),(193.526,258.251)
frame 96:(155.497,79.1157),(141.401,103.214),(138.159,175.059),(140.083,240.572),(131.669,263.685),(175.962,269.815),(193.608,258.209)
frame 97:(155.581,79.2629),(141.632,103.168),(138.362,175.14),(140.083,240.572),(131.688,263.668),(176.077,269.862),(193.609,258.164)
frame 98:(156.208,79.4067),(141.364,102.884),(138.527,175.347),(140.083,240.572),(131.666,263.687),(175.945,269.827),(193.748,258.149)
frame 99:(156.665,79.1319),(141.504,102.867),(138.39,175.611),(140.086,240.575),(131.73,263.635),(175.945,269.826),(193.607,258.203)
frame 100:(156.822,79.4885),(142.482,103.082),(138.39,175.611),(140.019,240.521),(131.7,263.659),(178.408,267.039),(193.62,258.309)
frame 101:(156.86,79.6368),(145.139,103.444),(138.539,175.806),(140.019,240.521),(131.7,263.659),(178.443,267.309),(193.624,258.254)
frame 102:(156.273,80.3872),(142.61,103.011),(138.539,175.806),(140.402,240.678),(131.75,263.62),(177.909,266.534),(193.617,258.224)
frame 103:(156.664,80.3975),(142.842,103.312),(139.115,175.489),(140.402,240.679),(131.707,263.652),(178.153,266.687),(193.61,258.511)
frame 104:(156.489,80.7352),(142.973,103.211),(138.835,175.644),(140.402,240.679),(131.707,263.652),(178.153,266.687),(193.61,258.509)
frame 105:(159.308,78.5954),(143.405,103.296),(139.13,175.645),(140.344,240.542),(131.707,263.652),(178.153,266.687),(193.777,258.506)
frame 106:(159.54,79.2031),(143.707,103.306),(139.599,175.434),(140.343,240.543),(131.587,263.832),(178.152,266.688),(193.633,258.6)
frame 107:(159.625,79.2503),(143.727,103.228),(139.207,176.146),(140.272,240.463),(131.586,263.832),(178.152,266.688),(193.635,258.6)
frame 108:(160.69,77.9847),(143.655,103.136),(139.802,175.446),(140.273,240.465),(130.09,264.817),(177.765,266.455),(193.634,258.6)
frame 109:(161.028,78.3932),(143.485,103.18),(140.183,175.395),(140.273,240.465),(130.286,264.738),(177.473,266.315),(193.625,258.786)
frame 110:(160.111,80.1433),(144.328,103.461),(139.71,175.918),(140.229,240.36),(130.285,264.738),(177.473,266.315),(193.626,258.787)
frame 111:(159.393,81.1869),(144.353,103.38),(139.752,176.259),(140.229,240.36),(130.286,264.738),(177.615,266.631),(193.636,258.816)
frame 112:(161.571,79.4821),(144.486,103.185),(139.724,176.267),(140.229,240.36),(130.118,264.803),(177.615,266.632),(193.638,258.816)
frame 113:(161.201,80.5502),(144.496,103.33),(140.1,176.211),(140.328,240.565),(130.272,264.738),(177.615,266.631),(193.638,258.818)
frame 114:(162.774,78.2829),(144.633,103.28),(140.14,176.286),(140.641,240.919),(130.431,264.654),(177.63,266.991),(193.649,258.884)
frame 115:(162.858,77.7977),(145.383,103.402),(140.23,176.55),(140.556,240.699),(130.583,264.294),(178.281,267.369),(193.657,258.899)
frame 116:(163.948,77.8045),(145.805,103.641),(140.407,176.464),(140.647,240.979),(129.556,264.781),(178.281,267.369),(193.658,258.9)
frame 117:(163.285,79.8598),(145.929,103.27),(140.338,176.724),(140.647,240.978),(129.556,264.781),(178.281,267.369),(193.66,258.967)
frame 118:(162.205,81.4635),(146.424,103.62),(140.348,176.717),(140.628,240.93),(130.572,264.3),(178.016,267.361),(193.622,258.98)
frame 119:(163.062,81.1715),(146.56,103.534),(140.5,176.758),(140.628,240.93),(130.724,264.202),(178.016,267.361),(193.62,258.975)
frame 120:(163.222,81.437),(146.804,103.436),(140.694,176.772),(140.742,241.412),(132.328,263.334),(178.279,267.367),(193.688,259)
frame 121:(161.235,82.5989),(147.533,103.523),(141.086,176.504),(140.629,240.935),(132.328,263.334),(178.301,267.358),(193.688,259)
frame 122:(161.426,82.5631),(147.588,103.445),(141.109,176.489),(140.777,240.611),(132.328,263.334),(178.399,267.708),(193.698,259.027)
frame 123:(162.346,82.6012),(148.397,103.568),(141.61,176.483),(140.777,240.611),(132.328,263.334),(178.314,267.354),(193.697,259.003)
frame 124:(162.288,82.6061),(148.6,103.553),(142.275,176.406),(140.79,240.624),(132.317,263.031),(178.358,267.675),(193.697,259.004)
frame 125:(161.559,82.4903),(148.557,103.425),(142.337,176.394),(140.79,240.626),(132.317,263.032),(178.307,267.393),(193.713,258.982)
frame 126:(159.646,80.8329),(149.114,103.302),(142.447,176.316),(140.797,240.403),(131.299,263.588),(178.202,267.253),(193.769,258.983)
frame 127:(160.582,81.365),(148.258,101.567),(142.634,176.461),(140.878,240.323),(131.112,263.663),(178.247,267.289),(193.769,258.983)
frame 128:(161.354,81.6136),(148.636,101.432),(143.202,175.686),(140.878,240.324),(131.112,263.663),(178.349,267.415),(193.641,258.999)
frame 129:(161.633,82.0041),(149.221,101.462),(143.488,175.726),(140.878,240.324),(131.203,263.429),(178.226,267.264),(193.769,258.983)
frame 130:(161.87,81.7668),(149.5,101.697),(143.651,175.639),(141.215,240.447),(131.203,263.429),(178.226,267.264),(193.774,258.984)
frame 131:(162.132,81.4279),(149.641,101.635),(143.302,176.292),(140.964,239.803),(131.203,263.429),(178.226,267.264),(193.774,258.985)
frame 132:(162.693,81.7713),(150.234,101.697),(143.817,176.269),(141.135,240.244),(131.288,263.533),(178.226,267.264),(193.638,258.999)
frame 133:(163.617,82.1657),(150.706,101.54),(145.382,173.997),(140.87,239.732),(131.035,263.621),(178.251,267.281),(193.777,258.985)
frame 134:(165.449,82.7489),(151.243,101.735),(145.061,171.321),(140.87,239.732),(131.035,263.621),(178.251,267.282),(193.729,259.044)
frame 135:(164.333,81.8851),(151.71,101.723),(145.039,171.297),(141.161,239.935),(131.424,262.917),(178.234,267.27),(193.729,259.045)
frame 136:(164.232,81.3498),(151.661,100.845),(143.27,169.538),(141.178,239.957),(131.437,262.911),(177.727,267.129),(193.845,259.273)
frame 137:(165.569,82.3178),(152.386,100.836),(145.17,170.761),(141.178,239.958),(131.376,262.753),(177.727,267.129),(193.845,259.272)
frame 138:(167.673,83.0958),(152.442,101.185),(144.243,169.709),(141.644,241.017),(131.666,262.738),(177.746,267.141),(193.844,259.272)
frame 139:(168.333,83.0551),(153.172,100.726),(144.454,169.663),(141.244,239.611),(131.321,262.604),(177.745,267.141),(193.721,259.286)
frame 140:(166.225,80.8223),(153.374,101),(144.602,169.636),(141.436,239.896),(131.523,262.573),(177.745,267.141),(193.721,259.286)
frame 141:(166.995,81.4941),(154.117,100.917),(144.862,169.626),(141.335,239.08),(131.444,262.376),(178.113,267.631),(193.733,259.309)
frame 142:(167.529,81.6123),(154.398,101.318),(145.042,169.329),(141.036,238.756),(131.602,262.255),(178.113,267.631),(193.749,259.329)
frame 143:(167.719,81.2977),(155.174,101.402),(145.517,169.708),(141.029,238.39),(131.59,262.262),(178.113,267.631),(193.75,259.329)
frame 144:(168.4,81.916),(155.522,101.585),(146.224,169.94),(141.016,238.633),(131.728,261.885),(178.167,267.715),(193.749,259.33)
frame 145:(168.4,81.9161),(155.522,101.585),(146.224,169.94),(141.016,238.633),(132,261.8),(178.167,267.715),(193.749,259.329)
frame 146:(169.698,82.6477),(155.991,101.404),(146.547,169.976),(141.348,238.665),(132.431,261.724),(177.582,267.492),(193.691,259.321)
frame 147:(169.293,81.242),(156.489,101.493),(147.012,169.924),(141.354,238.375),(132.431,261.724),(177.659,267.55),(193.664,259.332)
frame 148:(170.458,82.3609),(156.975,101.382),(146.906,169.848),(141.774,238.988),(132.299,261.551),(177.659,267.55),(193.658,259.59)
frame 149:(170.841,82.1619),(157.567,101.719),(147.559,169.73),(141.716,238.888),(132.398,260.965),(177.661,267.504),(193.658,259.59)
frame 150:(171.257,81.5829),(158.159,101.722),(148.928,170.854),(141.321,238.216),(131.326,261.557),(177.335,267.194),(193.756,259.611)
frame 151:(171.661,81.2499),(158.6,101.509),(149.153,170.768),(141.738,238.317),(130.903,261.46),(177.412,267.511),(193.821,259.613)
frame 152:(172.52,81.4851),(159.664,102.309),(149.394,170.559),(141.697,238.22),(131.458,261.334),(177.412,267.511),(193.966,259.831)
frame 153:(172.87,81.1504),(159.985,101.793),(150.024,170.74),(142.006,238.091),(131.591,261.024),(177.412,267.511),(193.814,259.846)
frame 154:(173.73,81.5427),(160.632,102.222),(150.148,170.527),(142.054,238.131),(131.545,261.068),(177.542,267.495),(193.952,259.775)
frame 155:(173.983,80.8017),(161.02,101.582),(150.348,170.422),(141.776,237.275),(131.348,260.942),(177.501,267.501),(193.952,259.775)
frame 156:(175.097,82.0869),(161.738,101.535),(150.759,169.982),(142.363,237.958),(131.361,260.764),(177.359,267.502),(193.994,259.708)
frame 157:(175.797,81.9825),(162.537,101.77),(151.232,169.986),(142.572,237.685),(132.308,260.302),(177.388,267.473),(193.993,259.708)
frame 158:(176.141,81.7161),(162.742,101.419),(151.21,169.738),(142.517,237.362),(132.325,260.003),(177.426,267.498),(193.85,259.723)
frame 159:(177.592,82.0923),(163.585,101.634),(151.747,169.743),(142.943,237.769),(132.167,259.862),(177.426,267.498),(193.993,259.708)
frame 160:(178.41,82.1611),(164.024,101.343),(152.255,169.848),(142.497,236.619),(132.957,258.988),(177.423,267.538),(193.99,259.692)
frame 161:(179.555,82.0911),(164.726,101.139),(152.983,172.296),(142.59,236.326),(133.318,258.956),(177.423,267.538),(193.99,259.692)
frame 162:(179.646,81.6263),(165.536,101.337),(153.274,172.421),(142.748,236.173),(132.397,258.521),(177.538,267.629),(193.99,259.692)
frame 163:(180.443,81.6332),(166.27,101.093),(153.651,171.32),(143.358,236.468),(132.359,258.436),(177.561,267.626),(193.972,259.694)
frame 164:(181.332,82.1542),(166.871,100.575),(153.963,171.624),(143.396,236.32),(133.466,257.553),(177.617,267.671),(193.971,259.694)
frame 165:(183.15,82.2469),(167.417,100.331),(154.483,171.514),(143.597,236.164),(132.454,257.357),(178.076,268.273),(193.971,259.694)
frame 166:(183.188,81.9349),(168.151,100.239),(154.894,170.493),(143.749,236.875),(133.09,257.179),(178.073,268.269),(193.971,259.695)
frame 167:(183.429,81.3395),(168.831,99.6714),(155.232,171.102),(143.978,236.319),(132.698,257.19),(177.454,267.269),(194.083,259.444)
frame 168:(184.543,81.2285),(169.556,99.7212),(155.786,170.538),(143.956,236.102),(132.731,256.895),(177.454,267.269),(194.084,259.446)
frame 169:(185.684,81.0853),(170.387,99.4074),(156.393,170.124),(143.624,234.393),(132.841,256.302),(177.455,267.27),(194.086,259.449)
frame 170:(186.528,81.1957),(171.162,99.4095),(156.641,170.011),(143.103,233.136),(132.849,255.81),(177.313,266.838),(194.084,259.479)
frame 171:(187.739,81.3164),(172.16,99.5209),(156.785,170.391),(143.309,232.765),(132.741,255.667),(177.298,267.025),(193.997,259.468)
frame 172:(188.698,80.884),(173.156,99.2964),(157.601,169.233),(142.447,231.457),(132.775,255.199),(177.303,266.856),(194.157,259.464)
frame 173:(189.423,80.9305),(174.142,98.1641),(157.923,168.584),(144.335,233.312),(133.97,253.74),(177.337,266.615),(194.168,259.253)
frame 174:(190.56,80.855),(175.107,97.8422),(158.559,168.623),(144.365,232.308),(134.149,252.815),(177.337,266.615),(194.198,259.242)
frame 175:(191.596,80.8115),(175.858,97.4681),(159.16,167.799),(144.293,231.634),(133.493,253.103),(177.679,266.728),(194.382,259.237)
frame 176:(192.553,80.3229),(176.888,97.2637),(159.544,168.011),(144.456,231.181),(133.83,252.528),(178.093,267.256),(194.413,259.312)
frame 177:(193.719,80.49),(177.909,97.3375),(160.307,167.911),(144.893,230.771),(134.158,251.812),(178.087,267.25),(194.413,259.312)
frame 178:(195.083,80.0354),(179.155,96.5261),(160.938,168.262),(144.957,230.235),(134,251.339),(178.074,267.266),(194.516,259.493)
frame 179:(196.053,79.9636),(181.045,94.7835),(161.555,166.96),(145.819,231.382),(133.825,250.746),(178.074,267.266),(194.535,259.542)
frame 180:(197.175,79.5626),(182.354,94.4267),(162.085,167.062),(145.822,230.864),(134.16,250.234),(178.111,267.02),(194.707,259.699)
frame 181:(198.581,79.72),(183.852,93.8662),(162.138,167.503),(146.29,230.002),(134.351,249.994),(178.191,266.763),(194.774,259.821)
frame 182:(200.192,79.8407),(184.813,93.9079),(162.826,167.507),(146.178,231.856),(133.746,249.506),(178.191,266.763),(195.002,259.821)
frame 183:(201.57,79.7836),(186.158,93.7067),(163.808,166.549),(145.572,233.156),(133.669,248.773),(178.118,266.505),(195.084,259.846)
frame 184:(202.875,79.5431),(187.191,93.2296),(164.394,166.238),(145.935,232.507),(133.658,248.398),(178.284,266.654),(195.227,260.082)
frame 185:(204.303,79.4056),(187.567,93.7058),(165.228,165.607),(146.346,232.13),(133.795,247.655),(178.327,266.504),(195.464,260.126)
frame 186:(205.493,79.0852),(188.375,95.3025),(165.89,165.191),(146.256,231.528),(133.926,247.054),(178.194,266.476),(195.676,260.451)
frame 187:(207.115,78.8411),(189.797,95.0685),(167.322,163.861),(146.37,230.765),(134.325,246.286),(178.194,266.476),(195.745,260.51)
frame 188:(208.948,78.7078),(191.74,92.6368),(167.146,164.461),(146.657,230.205),(134.558,245.264),(178.139,266.2),(195.955,260.789)
frame 189:(210.371,78.4316),(192.36,94.4003),(168.232,163.589),(147.164,229.602),(134.704,244.747),(178.185,265.941),(196.111,261.017)
frame 190:(211.6,78.3296),(193.727,93.9852),(168.256,164.012),(147.547,228.858),(134.953,243.737),(177.606,265.044),(196.268,261.313)
frame 191:(213.11,77.9006),(195.805,91.5789),(171.078,161.307),(147.185,228.088),(135.43,242.981),(178.218,266.062),(196.505,261.685)
frame 192:(214.503,77.6204),(196.801,93.091),(172.119,159.226),(147.795,227.408),(135.641,241.731),(178.116,265.653),(196.923,261.917)
frame 193:(216.303,77.6641),(198.199,92.6469),(173.056,160.324),(148.632,226.558),(135.955,241.13),(178.121,265.501),(196.978,262.197)
frame 194:(217.978,77.4142),(199.85,91.6295),(172.685,161.309),(148.475,225.97),(136.259,240.434),(178.481,265.69),(196.965,262.588)
frame 195:(219.619,77.5331),(201.113,92.3153),(173.596,160.396),(147.692,225.427),(136.386,239.809),(178.109,264.461),(197.154,262.798)
frame 196:(221.533,77.5306),(202.346,92.8899),(174.742,159.73),(149.638,224.761),(136.947,238.718),(178.184,264.781),(197.459,262.966)
frame 197:(222.682,76.7864),(203.821,92.3287),(176.15,159.033),(150.37,223.752),(137.19,237.69),(178.407,264.552),(198.133,263.234)
frame 198:(224.068,76.3258),(205.526,92.0177),(177.559,157.928),(150.432,223.297),(137.84,236.982),(178.468,264.13),(198.357,263.49)
